Protein Group	SubGroup	Protein	Protein ID	Entry Name	Gene Names	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Unique Stripped Peptides	Summarized Total Spectral Count	Summarized Unique Spectral Count	Summarized Razor Spectral Count	qx017084_EGFP_1 Total Spectral Count	qx017084_EGFP_1 Unique Spectral Count	qx017084_EGFP_1 Razor Spectral Count	qx017084_EGFP_1 Total Intensity	qx017084_EGFP_1 Unique Intensity	qx017084_EGFP_1 Razor Intensity	qx017098_EGFP_2 Total Spectral Count	qx017098_EGFP_2 Unique Spectral Count	qx017098_EGFP_2 Razor Spectral Count	qx017098_EGFP_2 Total Intensity	qx017098_EGFP_2 Unique Intensity	qx017098_EGFP_2 Razor Intensity	qx017108_EGFP_4 Total Spectral Count	qx017108_EGFP_4 Unique Spectral Count	qx017108_EGFP_4 Razor Spectral Count	qx017108_EGFP_4 Total Intensity	qx017108_EGFP_4 Unique Intensity	qx017108_EGFP_4 Razor Intensity	qx017176_NSP2_1 Total Spectral Count	qx017176_NSP2_1 Unique Spectral Count	qx017176_NSP2_1 Razor Spectral Count	qx017176_NSP2_1 Total Intensity	qx017176_NSP2_1 Unique Intensity	qx017176_NSP2_1 Razor Intensity	qx017177_NSP2_2 Total Spectral Count	qx017177_NSP2_2 Unique Spectral Count	qx017177_NSP2_2 Razor Spectral Count	qx017177_NSP2_2 Total Intensity	qx017177_NSP2_2 Unique Intensity	qx017177_NSP2_2 Razor Intensity	qx017178_NSP2_3 Total Spectral Count	qx017178_NSP2_3 Unique Spectral Count	qx017178_NSP2_3 Razor Spectral Count	qx017178_NSP2_3 Total Intensity	qx017178_NSP2_3 Unique Intensity	qx017178_NSP2_3 Razor Intensity	Indistinguishable Proteins
63	a	sp|O94903|PLPHP_HUMAN	O94903	PLPHP_HUMAN	PLPBP	275	42	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pyridoxal phosphate homeostasis protein 	1	0.999	11	43	43	43	7	7	7	6933596	6933596	6933596	8	8	8	8544012	8544012	8544012	7	7	7	6073467	6073467	6073467	7	7	7	9591847	9591847	9591847	8	8	8	7873982	7873982	7873982	6	6	6	7236120	7236120	7236120	
64	a	sp|O95218|ZRAB2_HUMAN	O95218	ZRAB2_HUMAN	ZRANB2	330	11	Homo sapiens OX=9606	1:Experimental evidence at protein level	Zinc finger Ran-binding domain-containing protein 2 	1	0.999	4	9	9	9	2	2	2	1369405	1369405	1369405	4	4	4	4000476	4000476	4000476	0	0	0	0	0	0	1	1	1	404714	404714	404714	1	1	1	164226	164226	164226	1	1	1	403415	403415	403415	
65	a	sp|O95292|VAPB_HUMAN	O95292	VAPB_HUMAN	VAPB	243	13	Homo sapiens OX=9606	1:Experimental evidence at protein level	Vesicle-associated membrane protein-associated protein B/C 	1	0.999	3	5	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	1098859	956578	1098859	0	0	0	0	0	0	2	2	2	1487184	1487184	1487184	
66	a	sp|O95336|6PGL_HUMAN	O95336	6PGL_HUMAN	PGLS	258	32	Homo sapiens OX=9606	1:Experimental evidence at protein level	6-phosphogluconolactonase 	1	0.999	5	10	10	10	2	2	2	1172566	1172566	1172566	2	2	2	1425140	1425140	1425140	3	3	3	1004693	1004693	1004693	1	1	1	231155	231155	231155	2	2	2	440799	440799	440799	0	0	0	0	0	0	
67	a	sp|O95801|TTC4_HUMAN	O95801	TTC4_HUMAN	TTC4	387	12	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tetratricopeptide repeat protein 4 	1	0.999	5	6	6	6	0	0	0	0	0	0	1	1	1	232802	232802	232802	0	0	0	0	0	0	2	2	2	659376	659376	659376	1	1	1	208303	208303	208303	2	2	2	442285	442285	442285	
68	a	sp|O95831|AIFM1_HUMAN	O95831	AIFM1_HUMAN	AIFM1	613	20	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Apoptosis-inducing factor 1, mitochondrial "	1	0.999	9	13	13	13	6	6	6	1536800	1536800	1536800	4	4	4	1816207	1816207	1816207	2	2	2	1886558	1886558	1886558	0	0	0	0	0	0	1	1	1	267855	267855	267855	0	0	0	0	0	0	
69	a	sp|O95881|TXD12_HUMAN	O95881	TXD12_HUMAN	TXNDC12	172	70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Thioredoxin domain-containing protein 12 	1	0.999	9	45	45	45	8	8	8	9350378	9350378	9350378	8	8	8	7564354	7564354	7564354	8	8	8	8173736	8173736	8173736	8	8	8	20795413	20795413	20795413	8	8	8	8265748	8265748	8265748	5	5	5	8477234	8477234	8477234	
70	a	sp|O96000|NDUBA_HUMAN	O96000	NDUBA_HUMAN	NDUFB10	172	14	Homo sapiens OX=9606	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 	1	0.999	2	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	133862	133862	133862	2	2	2	357942	357942	357942	1	1	1	156543	156543	156543	0	0	0	0	0	0	
826	a	sp|Q6Y7W6|GGYF2_HUMAN	Q6Y7W6	GGYF2_HUMAN	GIGYF2	1299	36	Homo sapiens OX=9606	1:Experimental evidence at protein level	GRB10-interacting GYF protein 2 	1	0.999	44	117	117	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	44	44	37097134	37097134	37097134	34	34	34	24341582	24341582	24341582	39	39	39	34843052	34843052	34843052	
72	a	sp|P00441|SODC_HUMAN	P00441	SODC_HUMAN	SOD1	154	39	Homo sapiens OX=9606	1:Experimental evidence at protein level	Superoxide dismutase [Cu-Zn] 	1	0.999	3	8	8	8	0	0	0	0	0	0	1	1	1	786590	786590	786590	1	1	1	495873	495873	495873	2	2	2	1162948	1162948	1162948	2	2	2	739407	739407	739407	2	2	2	1317173	1317173	1317173	
73	a	sp|P00492|HPRT_HUMAN	P00492	HPRT_HUMAN	HPRT1	218	57	Homo sapiens OX=9606	1:Experimental evidence at protein level	Hypoxanthine-guanine phosphoribosyltransferase 	1	0.999	9	26	26	26	4	4	4	1439265	1439265	1439265	2	2	2	1040934	1040934	1040934	1	1	1	254404	254404	254404	5	5	5	1734319	1734319	1734319	6	6	6	1476334	1476334	1476334	8	8	8	1786329	1786329	1786329	
74	a	sp|P00558|PGK1_HUMAN	P00558	PGK1_HUMAN	PGK1	417	31	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphoglycerate kinase 1 	1	0.999	9	17	17	17	2	2	2	957392	957392	957392	4	4	4	1812451	1812451	1812451	2	2	2	1005708	1005708	1005708	3	3	3	1135236	1135236	1135236	3	3	3	1645558	1645558	1645558	3	3	3	1652716	1652716	1652716	
75	a	sp|P02545|LMNA_HUMAN	P02545	LMNA_HUMAN	LMNA	664	11	Homo sapiens OX=9606	1:Experimental evidence at protein level	Prelamin-A/C 	1	0.999	8	12	9	9	0	0	0	0	0	0	2	1	1	1758498	316083	316083	0	0	0	0	0	0	5	4	4	4035141	1544469	1544469	4	3	3	2007734	1488702	1488702	1	1	1	337401	337401	337401	
76	a	sp|P04075|ALDOA_HUMAN	P04075	ALDOA_HUMAN	ALDOA	364	10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Fructose-bisphosphate aldolase A 	1	0.999	3	7	7	7	1	1	1	620660	620660	620660	1	1	1	709690	709690	709690	2	2	2	908478	908478	908478	1	1	1	177509	177509	177509	1	1	1	406606	406606	406606	1	1	1	433479	433479	433479	
77	a	sp|P04080|CYTB_HUMAN	P04080	CYTB_HUMAN	CSTB	98	64	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cystatin-B 	1	0.999	6	31	31	31	9	9	9	16727666	16727666	16727666	4	4	4	20825836	20825836	20825836	4	4	4	15356314	15356314	15356314	5	5	5	8422727	8422727	8422727	5	5	5	8948242	8948242	8948242	4	4	4	6545654	6545654	6545654	
78	a	sp|P04406|G3P_HUMAN	P04406	G3P_HUMAN	GAPDH	335	54	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glyceraldehyde-3-phosphate dehydrogenase 	1	0.999	15	45	40	45	6	5	6	5599482	3575694	5599482	6	5	6	4259106	3010845	4259106	3	2	3	4213925	612358	4213925	8	7	8	5564908	3671532	5564908	11	10	11	7852967	6039327	7852967	11	11	11	4464400	4464400	4464400	
79	a	sp|P04637|P53_HUMAN	P04637	P53_HUMAN	TP53	393	7	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cellular tumor antigen p53 	1	0.999	2	2	2	2	1	1	1	198602	198602	198602	1	1	1	178278	178278	178278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44	a	sp|O60573|IF4E2_HUMAN	O60573	IF4E2_HUMAN	EIF4E2	245	61	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4E type 2 	1	0.999	12	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	10	12182147	12182147	12182147	8	8	8	4109098	4109098	4109098	12	12	12	17091305	17091305	17091305	
649	a	sp|Q9Y277|VDAC3_HUMAN	Q9Y277	VDAC3_HUMAN	VDAC3	283	33	Homo sapiens OX=9606	1:Experimental evidence at protein level	Voltage-dependent anion-selective channel protein 3 	1	0.999	10	28	22	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	8	10	11149406	11149406	11149406	10	8	10	19827090	19827090	19827090	8	6	8	6566242	6566242	6566242	
82	a	sp|P05114|HMGN1_HUMAN	P05114	HMGN1_HUMAN	HMGN1	100	64	Homo sapiens OX=9606	1:Experimental evidence at protein level	Non-histone chromosomal protein HMG-14 	1	0.999	9	31	31	31	3	3	3	2841924	2841924	2841924	7	7	7	25959429	25959429	25959429	7	7	7	10545078	10545078	10545078	5	5	5	4373866	4373866	4373866	3	3	3	2408952	2408952	2408952	6	6	6	11321630	11321630	11321630	
83	a	sp|P05165|PCCA_HUMAN	P05165	PCCA_HUMAN	PCCA	728	43	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Propionyl-CoA carboxylase alpha chain, mitochondrial "	1	0.999	28	80	77	77	17	17	17	3838826	3838826	3838826	11	11	11	3711925	3711925	3711925	15	15	15	2662006	2662006	2662006	12	11	11	10523018	2003253	2003253	16	15	15	11649118	2623468	2623468	9	8	8	10240657	1884091	1884091	
84	a	sp|P05166|PCCB_HUMAN	P05166	PCCB_HUMAN	PCCB	539	49	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Propionyl-CoA carboxylase beta chain, mitochondrial "	1	0.999	19	36	36	36	13	13	13	3213629	3213629	3213629	6	6	6	2152161	2152161	2152161	10	10	10	3939920	3939920	3939920	3	3	3	699428	699428	699428	3	3	3	1594434	1594434	1594434	1	1	1	596973	596973	596973	
85	a	sp|P05198|IF2A_HUMAN	P05198	IF2A_HUMAN	EIF2S1	315	33	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 2 subunit 1 	1	0.999	8	11	11	11	0	0	0	0	0	0	6	6	6	3163752	3163752	3163752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	2537321	2537321	2537321	
86	a	sp|P05204|HMGN2_HUMAN	P05204	HMGN2_HUMAN	HMGN2	90	58	Homo sapiens OX=9606	1:Experimental evidence at protein level	Non-histone chromosomal protein HMG-17 	1	0.999	6	58	52	58	9	8	9	74348062	68046602	74348062	10	9	10	182369392	177338992	182369392	9	8	9	165400966	158568406	165400966	10	9	10	88599092	88599092	88599092	10	9	10	89001457	89001457	89001457	10	9	10	194810618	194810618	194810618	
87	a	sp|P05386|RLA1_HUMAN	P05386	RLA1_HUMAN	RPLP1	114	51	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S acidic ribosomal protein P1 	1	0.999	2	4	4	4	1	1	1	296337	296337	296337	1	1	1	645118	645118	645118	0	0	0	0	0	0	2	2	2	1442178	1442178	1442178	0	0	0	0	0	0	0	0	0	0	0	0	
88	a	sp|P05387|RLA2_HUMAN	P05387	RLA2_HUMAN	RPLP2	115	76	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S acidic ribosomal protein P2 	1	0.999	5	17	17	17	4	4	4	2649404	2649404	2649404	5	5	5	6453613	6453613	6453613	2	2	2	635938	635938	635938	6	6	6	10697746	10697746	10697746	0	0	0	0	0	0	0	0	0	0	0	0	
89	a	sp|P06576|ATPB_HUMAN	P06576	ATPB_HUMAN	ATP5F1B	529	60	Homo sapiens OX=9606	1:Experimental evidence at protein level	"ATP synthase subunit beta, mitochondrial "	1	0.999	22	102	102	102	8	8	8	2059927	2059927	2059927	8	8	8	4707477	4707477	4707477	6	6	6	4132949	4132949	4132949	26	26	26	7425966	7425966	7425966	30	30	30	8964269	8964269	8964269	24	24	24	8230778	8230778	8230778	
90	a	sp|P07305|H10_HUMAN	P07305	H10_HUMAN	H1-0	194	11	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone H1.0 	1	0.999	2	4	4	4	2	2	2	1177441	1177441	1177441	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	2202366	2202366	2202366	0	0	0	0	0	0	0	0	0	0	0	0	
91	a	sp|P07737|PROF1_HUMAN	P07737	PROF1_HUMAN	PFN1	140	35	Homo sapiens OX=9606	1:Experimental evidence at protein level	Profilin-1 	1	0.999	4	14	14	14	2	2	2	973666	973666	973666	3	3	3	1536110	1536110	1536110	2	2	2	810102	810102	810102	3	3	3	1768807	1768807	1768807	2	2	2	902263	902263	902263	2	2	2	1253268	1253268	1253268	
92	a	sp|P07814|SYEP_HUMAN	P07814	SYEP_HUMAN	EPRS1	1512	4	Homo sapiens OX=9606	1:Experimental evidence at protein level	Bifunctional glutamate/proline--tRNA ligase 	1	0.999	6	9	9	9	2	2	2	571638	571638	571638	4	4	4	3360294	3360294	3360294	3	3	3	1274584	1274584	1274584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
93	a	sp|P07858|CATB_HUMAN	P07858	CATB_HUMAN	CTSB	339	5	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cathepsin B 	1	0.999	2	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	609617	609617	609617	2	2	2	2107290	2107290	2107290	0	0	0	0	0	0	
94	a	sp|P08195|4F2_HUMAN	P08195	4F2_HUMAN	SLC3A2	630	6	Homo sapiens OX=9606	1:Experimental evidence at protein level	4F2 cell-surface antigen heavy chain 	1	0.999	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1259346	1259346	1259346	0	0	0	0	0	0	0	0	0	0	0	0	
95	a	sp|P08579|RU2B_HUMAN	P08579	RU2B_HUMAN	SNRPB2	225	16	Homo sapiens OX=9606	1:Experimental evidence at protein level	U2 small nuclear ribonucleoprotein B'' 	1	0.999	4	8	6	6	1	1	1	509397	509397	509397	3	1	1	3551420	982650	982650	1	1	1	736786	736786	736786	1	1	1	264455	264455	264455	0	0	0	0	0	0	2	2	2	6653991	6653991	6653991	
96	a	sp|P08621|RU17_HUMAN	P08621	RU17_HUMAN	SNRNP70	437	32	Homo sapiens OX=9606	1:Experimental evidence at protein level	U1 small nuclear ribonucleoprotein 70 kDa 	1	0.999	10	19	19	19	1	1	1	261281	261281	261281	10	10	10	4775195	4775195	4775195	0	0	0	0	0	0	5	5	5	1315977	1315977	1315977	0	0	0	0	0	0	3	3	3	658090	658090	658090	
97	a	sp|P08708|RS17_HUMAN	P08708	RS17_HUMAN	RPS17	135	65	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S17 	1	0.999	10	89	89	89	16	16	16	24188400	24188400	24188400	16	16	16	32334665	32334665	32334665	18	18	18	22985042	22985042	22985042	14	14	14	43310210	43310210	43310210	15	15	15	20125578	20125578	20125578	10	10	10	22446450	22446450	22446450	
98	a	sp|P08865|RSSA_HUMAN	P08865	RSSA_HUMAN	RPSA	295	39	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein SA 	1	0.999	9	37	37	37	7	7	7	5649610	5649610	5649610	11	11	11	17229532	17229532	17229532	3	3	3	2146899	2146899	2146899	6	6	6	7078412	7078412	7078412	6	6	6	4593465	4593465	4593465	4	4	4	2542066	2542066	2542066	
99	a	sp|P09012|SNRPA_HUMAN	P09012	SNRPA_HUMAN	SNRPA	282	24	Homo sapiens OX=9606	1:Experimental evidence at protein level	U1 small nuclear ribonucleoprotein A 	1	0.999	5	7	5	7	0	0	0	0	0	0	6	4	6	5754980	4339548	5754980	0	0	0	0	0	0	1	1	1	300408	300408	300408	0	0	0	0	0	0	0	0	0	0	0	0	
100	a	sp|P09234|RU1C_HUMAN	P09234	RU1C_HUMAN	SNRPC	159	17	Homo sapiens OX=9606	1:Experimental evidence at protein level	U1 small nuclear ribonucleoprotein C 	1	0.999	2	3	3	3	1	1	1	259591	259591	259591	1	1	1	802852	802852	802852	0	0	0	0	0	0	1	1	1	1001670	1001670	1001670	0	0	0	0	0	0	0	0	0	0	0	0	
101	a	sp|P09543|CN37_HUMAN	P09543	CN37_HUMAN	CNP	421	7	Homo sapiens OX=9606	1:Experimental evidence at protein level	"2',3'-cyclic-nucleotide 3'-phosphodiesterase "	1	0.999	3	2	2	2	0	0	0	0	0	0	1	1	1	357221	357221	357221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	417574	417574	417574	
102	a	sp|P09661|RU2A_HUMAN	P09661	RU2A_HUMAN	SNRPA1	255	22	Homo sapiens OX=9606	1:Experimental evidence at protein level	U2 small nuclear ribonucleoprotein A' 	1	0.999	5	8	8	8	2	2	2	863996	863996	863996	2	2	2	1452697	1452697	1452697	3	3	3	1360037	1360037	1360037	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	
103	a	sp|P09669|COX6C_HUMAN	P09669	COX6C_HUMAN	COX6C	75	26	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytochrome c oxidase subunit 6C 	1	0.9984	2	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1447465	1447465	1447465	2	2	2	1402054	1402054	1402054	
104	a	sp|P0C0S5|H2AZ_HUMAN	P0C0S5	H2AZ_HUMAN	H2AZ1	128	31	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone H2A.Z 	1	0.999	5	35	23	23	6	3	3	194983702	10227637	10227637	8	5	5	141391518	15232105	15232105	6	4	4	19447072	5985075	5985075	6	4	4	436115191	20824088	20824088	4	3	3	7249628	4231597	4231597	5	4	4	14858296	8678925	8678925	sp|Q71UI9|H2AV_HUMAN
105	a	sp|P0DN79|CBSL_HUMAN	P0DN79	CBSL_HUMAN	CBSL	551	42	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cystathionine beta-synthase-like protein 	1	0.999	18	58	58	58	13	13	13	4022876	4022876	4022876	10	10	10	6340578	6340578	6340578	8	8	8	4189234	4189234	4189234	7	7	7	4919402	4919402	4919402	10	10	10	4011509	4011509	4011509	10	10	10	4267693	4267693	4267693	sp|P35520|CBS_HUMAN
106	a	sp|P0DP23|CALM1_HUMAN	P0DP23	CALM1_HUMAN	CALM1	149	22	Homo sapiens OX=9606	1:Experimental evidence at protein level	Calmodulin-1 	1	0.999	2	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	638860	638860	638860	1	1	1	860369	860369	860369	1	1	1	615472	615472	615472	1	1	1	984361	984361	984361	"sp|P0DP24|CALM2_HUMAN, sp|P0DP25|CALM3_HUMAN"
107	a	sp|P10599|THIO_HUMAN	P10599	THIO_HUMAN	TXN	105	66	Homo sapiens OX=9606	1:Experimental evidence at protein level	Thioredoxin 	1	0.999	9	77	77	77	11	11	11	179240572	179240572	179240572	13	13	13	199977412	199977412	199977412	12	12	12	132005316	132005316	132005316	14	14	14	135257344	135257344	135257344	13	13	13	125042164	125042164	125042164	14	14	14	143615430	143615430	143615430	
763	a	sp|P52306|GDS1_HUMAN	P52306	GDS1_HUMAN	RAP1GDS1	607	40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Rap1 GTPase-GDP dissociation stimulator 1 	1	0.999	21	53	52	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	19	20	10150996	10150996	10150996	15	15	15	7398584	7398584	7398584	18	18	18	10319987	10319987	10319987	
109	a	sp|P10809|CH60_HUMAN	P10809	CH60_HUMAN	HSPD1	573	53	Homo sapiens OX=9606	1:Experimental evidence at protein level	"60 kDa heat shock protein, mitochondrial "	1	0.999	27	54	54	54	6	6	6	2605116	2605116	2605116	3	3	3	7349283	7349283	7349283	5	5	5	2281084	2281084	2281084	13	13	13	4990284	4990284	4990284	13	13	13	4424343	4424343	4424343	14	14	14	12149863	12149863	12149863	
110	a	sp|P11177|ODPB_HUMAN	P11177	ODPB_HUMAN	PDHB	359	18	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial "	1	0.999	5	5	5	5	2	2	2	253318	253318	253318	2	2	2	602762	602762	602762	1	1	1	277184	277184	277184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
111	a	sp|P11388|TOP2A_HUMAN	P11388	TOP2A_HUMAN	TOP2A	1531	11	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA topoisomerase 2-alpha 	1	0.999	13	13	5	13	1	0	1	1007068	0	1007068	2	1	2	457344	457344	457344	0	0	0	0	0	0	10	4	10	2913767	801592	2913767	0	0	0	0	0	0	0	0	0	0	0	0	
112	a	sp|P11498|PYC_HUMAN	P11498	PYC_HUMAN	PC	1178	69	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Pyruvate carboxylase, mitochondrial "	1	0.999	69	513	513	513	67	67	67	45714974	45714974	45714974	59	59	59	26060903	26060903	26060903	56	56	56	27600760	27600760	27600760	100	100	100	84108304	84108304	84108304	119	119	119	102892512	102892512	102892512	112	112	112	92883240	92883240	92883240	
113	a	sp|P11586|C1TC_HUMAN	P11586	C1TC_HUMAN	MTHFD1	935	30	Homo sapiens OX=9606	1:Experimental evidence at protein level	"C-1-tetrahydrofolate synthase, cytoplasmic "	1	0.999	25	67	65	67	14	13	14	4116417	3975784	4116417	13	13	13	3697946	3697946	3697946	8	8	8	2359319	2359319	2359319	12	12	12	2938474	2938474	2938474	14	13	14	3975236	3975236	3975236	6	6	6	1693748	1693748	1693748	
114	a	sp|P12277|KCRB_HUMAN	P12277	KCRB_HUMAN	CKB	381	20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Creatine kinase B-type 	1	0.999	5	11	11	11	1	1	1	301489	301489	301489	1	1	1	5522946	5522946	5522946	0	0	0	0	0	0	1	1	1	511134	511134	511134	3	3	3	1271656	1271656	1271656	5	5	5	5829575	5829575	5829575	
115	a	sp|P12956|XRCC6_HUMAN	P12956	XRCC6_HUMAN	XRCC6	609	18	Homo sapiens OX=9606	1:Experimental evidence at protein level	X-ray repair cross-complementing protein 6 	1	0.999	9	16	16	16	5	5	5	1672610	1672610	1672610	6	6	6	2669167	2669167	2669167	1	1	1	194505	194505	194505	3	3	3	2007097	2007097	2007097	0	0	0	0	0	0	1	1	1	377161	377161	377161	
116	a	sp|P13010|XRCC5_HUMAN	P13010	XRCC5_HUMAN	XRCC5	732	14	Homo sapiens OX=9606	1:Experimental evidence at protein level	X-ray repair cross-complementing protein 5 	1	0.999	9	12	12	12	1	1	1	103950	103950	103950	7	7	7	2393946	2393946	2393946	0	0	0	0	0	0	4	4	4	981491	981491	981491	0	0	0	0	0	0	0	0	0	0	0	0	
682	a	sp|O00264|PGRC1_HUMAN	O00264	PGRC1_HUMAN	PGRMC1	195	36	Homo sapiens OX=9606	1:Experimental evidence at protein level	Membrane-associated progesterone receptor component 1 	1	0.999	9	18	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	6	5944706	5944706	5944706	5	5	5	7430805	7430805	7430805	7	7	7	9748815	9748815	9748815	
118	a	sp|P13639|EF2_HUMAN	P13639	EF2_HUMAN	EEF2	858	49	Homo sapiens OX=9606	1:Experimental evidence at protein level	Elongation factor 2 	1	0.999	35	101	98	101	16	16	16	5711371	5711371	5711371	15	14	15	7646583	7646583	7646583	20	19	20	5082920	5082920	5082920	14	14	14	11341046	11341046	11341046	11	11	11	4449046	4449046	4449046	25	24	25	14814718	14814718	14814718	
119	a	sp|P13667|PDIA4_HUMAN	P13667	PDIA4_HUMAN	PDIA4	645	7	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein disulfide-isomerase A4 	1	0.999	4	5	5	5	2	2	2	10851103	10851103	10851103	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	289100	289100	289100	1	1	1	317742	317742	317742	1	1	1	0	0	0	
120	a	sp|P13984|T2FB_HUMAN	P13984	T2FB_HUMAN	GTF2F2	249	7	Homo sapiens OX=9606	1:Experimental evidence at protein level	General transcription factor IIF subunit 2 	1	0.999	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	930031	930031	930031	
121	a	sp|P13995|MTDC_HUMAN	P13995	MTDC_HUMAN	MTHFD2	350	15	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial "	1	0.999	4	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1386238	1386238	1386238	3	3	3	1890340	1890340	1890340	1	1	1	275679	275679	275679	0	0	0	0	0	0	
142	a	sp|P21796|VDAC1_HUMAN	P21796	VDAC1_HUMAN	VDAC1	283	37	Homo sapiens OX=9606	1:Experimental evidence at protein level	Voltage-dependent anion-selective channel protein 1 	1	0.999	8	21	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	6	5938240	5932518	5932518	6	4	4	5975746	5554525	5554525	7	5	5	4553346	4315518	4315518	
123	a	sp|P14618|KPYM_HUMAN	P14618	KPYM_HUMAN	PKM	531	28	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pyruvate kinase PKM 	1	0.999	10	21	21	21	4	4	4	930781	930781	930781	2	2	2	999804	999804	999804	3	3	3	806775	806775	806775	4	4	4	1779741	1779741	1779741	4	4	4	2138279	2138279	2138279	4	4	4	3055174	3055174	3055174	
124	a	sp|P14854|CX6B1_HUMAN	P14854	CX6B1_HUMAN	COX6B1	86	34	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytochrome c oxidase subunit 6B1 	1	0.999	3	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	2289854	2289854	2289854	2	2	2	757238	757238	757238	0	0	0	0	0	0	
125	a	sp|P14866|HNRPL_HUMAN	P14866	HNRPL_HUMAN	HNRNPL	589	52	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein L 	1	0.999	19	48	47	48	16	16	16	8084880	8084880	8084880	9	9	9	4488828	4488828	4488828	3	3	3	815358	815358	815358	19	18	19	15668496	15552862	15668496	1	1	1	414683	414683	414683	0	0	0	0	0	0	
126	a	sp|P15924|DESP_HUMAN	P15924	DESP_HUMAN	DSP	2871	2	Homo sapiens OX=9606	1:Experimental evidence at protein level	Desmoplakin 	1	0.999	5	4	4	4	1	1	1	973384	973384	973384	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	151108	151108	151108	2	2	2	249272	249272	249272	0	0	0	0	0	0	
